"work_year","experience_level","employment_type","company_location","company_size","job_category","salary_eur_harmonized"
2025,"SE","FT","US","M","Data Analyst","128250.00"
2025,"SE","FT","US","M","Data Analyst","109250.00"
2025,"SE","FT","US","M","Data Analyst","97945.00"
2025,"SE","FT","US","M","Data Analyst","62700.00"
2025,"EN","FT","GB","M","Data Analyst","57721.05"
2025,"EN","FT","GB","M","Data Analyst","57721.05"
2025,"EN","FT","GB","M","Data Analyst","57721.05"
2025,"EN","FT","GB","M","Data Analyst","57721.05"
2025,"EN","FT","GB","M","Data Analyst","54113.90"
2025,"EN","FT","GB","M","Data Analyst","54113.90"
2025,"SE","FT","US","M","Data Analyst","85500.00"
2025,"SE","FT","US","M","Data Analyst","71250.00"
2025,"SE","FT","US","M","Data Analyst","85500.00"
2025,"SE","FT","US","M","Data Analyst","71250.00"
2025,"EN","FT","FR","M","Data Analyst","82223.45"
2025,"EN","FT","FR","M","Data Analyst","82223.45"
2025,"MI","FT","US","M","Data Analyst","180500.00"
2025,"MI","FT","US","M","Data Analyst","57000.00"
2025,"EN","FT","US","M","Data Analyst","118370.00"
2025,"EN","FT","US","M","Data Analyst","65550.00"
2025,"EN","FT","US","M","Data Analyst","167200.00"
2025,"EN","FT","US","M","Data Analyst","117800.00"
2025,"MI","FT","US","M","Data Analyst","90250.00"
2025,"MI","FT","US","M","Data Analyst","80750.00"
2025,"SE","FT","US","M","Data Analyst","211470.00"
2025,"SE","FT","US","M","Data Analyst","101080.00"
2025,"EN","FT","AT","M","Data Analyst","33599.60"
2025,"EN","FT","AT","M","Data Analyst","31199.90"
2025,"MI","FT","US","M","Data Analyst","109250.00"
2025,"MI","FT","US","M","Data Analyst","99750.00"
2025,"SE","FT","US","M","Data Analyst","76257.45"
2025,"SE","FT","US","M","Data Analyst","65208.00"
2025,"EN","FT","US","M","Data Analyst","137845.00"
2025,"EN","FT","US","M","Data Analyst","86355.00"
2025,"SE","FT","US","M","Data Analyst","182970.00"
2025,"SE","FT","US","M","Data Analyst","94810.00"
2025,"MI","FT","US","M","Data Analyst","71250.00"
2025,"MI","FT","US","M","Data Analyst","66500.00"
2025,"SE","FT","US","M","Data Analyst","127205.00"
2025,"SE","FT","US","M","Data Analyst","78280.00"
2025,"MI","FT","US","M","Data Analyst","118491.60"
2025,"MI","FT","US","M","Data Analyst","112849.55"
2025,"MI","FT","US","M","Data Analyst","105275.20"
2025,"MI","FT","US","M","Data Analyst","63802.95"
2025,"EN","FT","US","M","Data Analyst","90250.00"
2025,"EN","FT","US","M","Data Analyst","85500.00"
2025,"SE","FT","US","M","Data Analyst","131100.00"
2025,"SE","FT","US","M","Data Analyst","76950.00"
2025,"EN","FT","US","M","Data Analyst","70300.00"
2025,"EN","FT","US","M","Data Analyst","64600.00"
2025,"EN","FT","US","M","Data Analyst","76000.00"
2025,"EN","FT","US","M","Data Analyst","57000.00"
2025,"SE","FT","US","M","Data Analyst","162222.00"
2025,"SE","FT","US","M","Data Analyst","108148.00"
2025,"SE","FT","US","M","Data Analyst","124374.00"
2025,"SE","FT","US","M","Data Analyst","82916.00"
2025,"MI","FT","US","M","Data Analyst","103787.50"
2025,"MI","FT","US","M","Data Analyst","76712.50"
2025,"EN","FT","US","M","Data Analyst","140695.00"
2025,"EN","FT","US","M","Data Analyst","89275.30"
2025,"SE","FT","GB","M","Data Analyst","106543.45"
2025,"SE","FT","GB","M","Data Analyst","63012.55"
2025,"SE","FT","US","M","Data Analyst","128250.00"
2025,"SE","FT","US","M","Data Analyst","118750.00"
2025,"EN","FT","US","M","Data Analyst","86569.70"
2025,"EN","FT","US","M","Data Analyst","52466.60"
2025,"SE","FT","US","M","Data Analyst","112207.35"
2025,"SE","FT","US","M","Data Analyst","89765.50"
2025,"SE","FT","US","M","Data Analyst","189050.95"
2025,"SE","FT","US","M","Data Analyst","113430.95"
2025,"SE","FT","US","M","Data Analyst","104500.00"
2025,"SE","FT","US","M","Data Analyst","66500.00"
2025,"EN","FT","US","M","Data Analyst","89395.00"
2025,"EN","FT","US","M","Data Analyst","29640.00"
2025,"SE","FT","US","M","Data Analyst","305900.00"
2025,"SE","FT","US","M","Data Analyst","190000.00"
2025,"SE","FT","US","M","Data Analyst","147250.00"
2025,"SE","FT","US","M","Data Analyst","123500.00"
2025,"EN","FT","US","M","Data Analyst","99750.00"
2025,"EN","FT","US","M","Data Analyst","76000.00"
2025,"EN","FT","US","M","Data Analyst","118750.00"
2025,"EN","FT","US","M","Data Analyst","80750.00"
2025,"EN","FT","US","M","Data Analyst","118750.00"
2025,"EN","FT","US","M","Data Analyst","80750.00"
2025,"SE","FT","US","M","Data Analyst","186960.00"
2025,"SE","FT","US","M","Data Analyst","124640.00"
2025,"SE","FT","US","M","Data Analyst","153520.00"
2025,"SE","FT","US","M","Data Analyst","87685.00"
2025,"EN","FT","US","M","Data Analyst","90250.00"
2025,"EN","FT","US","M","Data Analyst","76000.00"
2025,"SE","FT","US","M","Data Analyst","179949.00"
2025,"SE","FT","US","M","Data Analyst","143959.20"
2025,"SE","FT","US","M","Data Analyst","128250.00"
2025,"SE","FT","US","M","Data Analyst","104500.00"
2025,"EN","FT","US","M","Data Analyst","79800.00"
2025,"EN","FT","US","M","Data Analyst","57000.00"
2025,"SE","FT","US","M","Data Analyst","97945.00"
2025,"SE","FT","US","M","Data Analyst","62700.00"
2025,"EN","FT","US","M","Data Analyst","85120.00"
2025,"EN","FT","US","M","Data Analyst","61132.50"
2025,"SE","FT","US","M","Data Analyst","106400.00"
2025,"SE","FT","US","M","Data Analyst","76000.00"
2025,"SE","FT","US","M","Data Analyst","85500.00"
2025,"SE","FT","US","M","Data Analyst","66500.00"
2025,"MI","FT","US","M","Data Analyst","74100.00"
2025,"MI","FT","US","M","Data Analyst","57000.00"
2025,"EN","FT","US","M","Data Analyst","136800.00"
2025,"EN","FT","US","M","Data Analyst","81700.00"
2025,"SE","FT","US","M","Data Analyst","109250.00"
2025,"SE","FT","US","M","Data Analyst","86450.00"
2025,"EN","FT","US","M","Data Analyst","80750.00"
2025,"EN","FT","US","M","Data Analyst","76000.00"
2025,"EN","FT","US","M","Data Analyst","95000.00"
2025,"EN","FT","US","M","Data Analyst","58900.00"
2025,"MI","FT","US","M","Data Analyst","85500.00"
2025,"MI","FT","US","M","Data Analyst","76000.00"
2025,"EN","FT","US","M","Data Analyst","71250.00"
2025,"EN","FT","US","M","Data Analyst","61750.00"
2025,"MI","FT","US","M","Data Analyst","170278.00"
2025,"MI","FT","US","M","Data Analyst","89081.50"
2025,"MI","FT","US","M","Data Analyst","140020.50"
2025,"MI","FT","US","M","Data Analyst","73264.00"
2025,"EN","FT","US","M","Data Analyst","167200.00"
2025,"EN","FT","US","M","Data Analyst","117800.00"
2025,"EN","PT","US","M","Data Analyst","229520.00"
2025,"EN","PT","US","M","Data Analyst","104310.00"
2025,"SE","FT","US","M","Data Analyst","69350.00"
2025,"SE","FT","US","M","Data Analyst","57000.00"
2025,"EN","FT","US","M","Data Analyst","77591.25"
2025,"EN","FT","US","M","Data Analyst","55727.95"
2025,"EN","FT","US","M","Data Analyst","98515.00"
2025,"EN","FT","US","M","Data Analyst","58900.00"
2025,"EN","FT","US","M","Data Analyst","106305.00"
2025,"EN","FT","US","M","Data Analyst","79895.00"
2025,"SE","FT","US","M","Data Analyst","165300.00"
2025,"SE","FT","US","M","Data Analyst","110200.00"
2025,"SE","FT","US","M","Data Analyst","132097.50"
2025,"SE","FT","US","M","Data Analyst","104642.50"
2025,"SE","FT","US","M","Data Analyst","125494.05"
2025,"SE","FT","US","M","Data Analyst","76057.95"
2025,"SE","FT","US","M","Data Analyst","162222.00"
2025,"SE","FT","US","M","Data Analyst","108148.00"
2025,"SE","FT","US","M","Data Analyst","122512.00"
2025,"SE","FT","US","M","Data Analyst","118106.85"
2025,"MI","FT","US","M","Data Analyst","174325.00"
2025,"MI","FT","US","M","Data Analyst","126825.00"
2025,"SE","FT","US","M","Data Analyst","131073.40"
2025,"SE","FT","US","M","Data Analyst","78643.85"
2025,"MI","FT","US","M","Data Analyst","103740.00"
2025,"MI","FT","US","M","Data Analyst","60800.00"
2025,"SE","FT","US","M","Data Analyst","187435.00"
2025,"SE","FT","US","M","Data Analyst","137104.00"
2025,"MI","FT","US","M","Data Analyst","185725.00"
2025,"MI","FT","US","M","Data Analyst","110200.00"
2025,"MI","FT","US","M","Data Analyst","125400.00"
2025,"MI","FT","US","M","Data Analyst","83315.00"
2025,"MI","FT","US","M","Data Analyst","123500.00"
2025,"MI","FT","US","M","Data Analyst","98800.00"
2025,"SE","FT","US","M","Data Analyst","149150.00"
2025,"SE","FT","US","M","Data Analyst","142500.00"
2025,"MI","FT","ES","M","Data Analyst","44999.60"
2025,"MI","FT","ES","M","Data Analyst","38000.00"
2025,"EN","FT","US","M","Data Analyst","131100.00"
2025,"EN","FT","US","M","Data Analyst","81225.00"
2025,"SE","FT","US","M","Data Analyst","126112.50"
2025,"SE","FT","US","M","Data Analyst","82080.00"
2025,"EN","FT","US","M","Data Analyst","127775.00"
2025,"EN","FT","US","M","Data Analyst","85215.00"
2025,"SE","FT","US","M","Data Analyst","85500.00"
2025,"SE","FT","US","M","Data Analyst","80750.00"
2025,"EN","FT","US","M","Data Analyst","123500.00"
2025,"EN","FT","US","M","Data Analyst","104500.00"
2025,"EN","FT","GB","M","Data Analyst","56195.35"
2025,"EN","FT","GB","M","Data Analyst","53766.20"
2025,"SE","FT","US","M","Data Analyst","129846.00"
2025,"SE","FT","US","M","Data Analyst","86564.00"
2025,"MI","FT","US","M","Data Analyst","94050.00"
2025,"MI","FT","US","M","Data Analyst","52345.00"
2025,"EN","FT","US","M","Data Analyst","60800.00"
2025,"EN","FT","US","M","Data Analyst","36100.00"
2025,"SE","FT","GB","M","Data Analyst","77165.65"
2025,"SE","FT","GB","M","Data Analyst","62362.75"
2025,"SE","FT","US","M","Data Analyst","141740.00"
2025,"SE","FT","US","M","Data Analyst","89275.30"
2025,"EN","FT","US","M","Data Analyst","85220.70"
2025,"EN","FT","US","M","Data Analyst","66177.95"
2025,"MI","FT","US","M","Data Analyst","71250.00"
2025,"MI","FT","US","M","Data Analyst","47500.00"
2025,"SE","FT","US","M","Data Analyst","123500.00"
2025,"SE","FT","US","M","Data Analyst","62700.00"
2025,"SE","FT","US","M","Data Analyst","119700.00"
2025,"SE","FT","US","M","Data Analyst","72200.00"
2025,"SE","FT","US","M","Data Analyst","185609.10"
2025,"SE","FT","US","M","Data Analyst","137189.50"
2025,"SE","FT","US","M","Data Analyst","119700.00"
2025,"SE","FT","US","M","Data Analyst","64125.00"
2025,"SE","FT","US","M","Data Analyst","170240.00"
2025,"SE","FT","US","M","Data Analyst","81985.00"
2025,"SE","FT","US","M","Data Analyst","180500.00"
2025,"SE","FT","US","M","Data Analyst","125400.00"
2025,"EN","FT","US","M","Data Analyst","104785.00"
2025,"EN","FT","US","M","Data Analyst","74195.00"
2025,"EN","FT","US","M","Data Analyst","78375.00"
2025,"EN","FT","US","M","Data Analyst","47025.00"
2025,"EN","FT","US","M","Data Analyst","199500.00"
2025,"EN","FT","US","M","Data Analyst","133000.00"
2025,"MI","FT","US","M","Data Analyst","152000.00"
2025,"MI","FT","US","M","Data Analyst","114000.00"
2025,"MI","FT","US","M","Data Analyst","152000.00"
2025,"MI","FT","US","M","Data Analyst","114000.00"
2025,"EN","FT","US","M","Data Analyst","71250.00"
2025,"EN","FT","US","M","Data Analyst","57000.00"
2025,"EN","FT","US","M","Data Analyst","47500.00"
2025,"EN","FT","US","M","Data Analyst","44650.00"
2025,"SE","FT","US","M","Data Analyst","228000.00"
2025,"SE","FT","US","M","Data Analyst","171000.00"
2025,"EN","FT","US","M","Data Analyst","99750.00"
2025,"EN","FT","US","M","Data Analyst","95000.00"
2025,"EN","FT","US","M","Data Analyst","85272.00"
2025,"EN","FT","US","M","Data Analyst","66937.00"
2025,"SE","FT","US","M","Data Analyst","152000.00"
2025,"SE","FT","US","M","Data Analyst","80750.00"
2025,"EN","FT","US","M","Data Analyst","152000.00"
2025,"EN","FT","US","M","Data Analyst","123500.00"
2025,"EN","CT","US","M","Data Analyst","180500.00"
2025,"EN","CT","US","M","Data Analyst","133000.00"
2025,"EN","PT","US","M","Data Analyst","60800.00"
2025,"EN","PT","US","M","Data Analyst","57000.00"
2025,"EN","FT","US","M","Data Analyst","80180.00"
2025,"EN","FT","US","M","Data Analyst","48545.00"
2025,"EN","FT","US","M","Data Analyst","93715.60"
2025,"EN","FT","US","M","Data Analyst","56796.70"
2025,"EN","FT","US","M","Data Analyst","133015.20"
2025,"EN","FT","US","M","Data Analyst","64820.40"
2025,"EN","FT","US","M","Data Analyst","125115.00"
2025,"EN","FT","US","M","Data Analyst","75240.00"
2025,"EN","FT","US","M","Data Analyst","190380.00"
2025,"EN","FT","US","M","Data Analyst","114380.00"
2025,"SE","FT","US","M","Data Analyst","165395.00"
2025,"SE","FT","US","M","Data Analyst","99275.00"
2025,"MI","FT","US","M","Data Analyst","128060.00"
2025,"MI","FT","US","M","Data Analyst","81320.00"
2025,"EN","FT","GB","M","Data Analyst","54113.90"
2025,"EN","FT","GB","M","Data Analyst","36075.30"
2025,"EN","FT","US","M","Data Analyst","93100.00"
2025,"EN","FT","US","M","Data Analyst","84550.00"
2025,"SE","FT","US","M","Data Analyst","114380.00"
2025,"SE","FT","US","M","Data Analyst","76285.00"
2025,"SE","FT","US","M","Data Analyst","76000.00"
2025,"SE","FT","US","M","Data Analyst","57000.00"
2025,"SE","FT","US","M","Data Analyst","114000.00"
2025,"SE","FT","US","M","Data Analyst","99750.00"
2025,"SE","FT","US","M","Data Analyst","163223.30"
2025,"SE","FT","US","M","Data Analyst","88274.00"
2025,"EX","FT","US","M","Data Analyst","194750.00"
2025,"EX","FT","US","M","Data Analyst","114000.00"
2025,"EX","FT","US","M","Data Analyst","237500.00"
2025,"EX","FT","US","M","Data Analyst","142500.00"
2025,"EN","FT","AU","M","Data Analyst","115955.10"
2025,"EN","FT","AU","M","Data Analyst","104752.70"
2025,"MI","FT","US","M","Data Analyst","80750.00"
2025,"MI","FT","US","M","Data Analyst","66500.00"
2025,"EN","FT","US","M","Data Analyst","92150.00"
2025,"EN","FT","US","M","Data Analyst","92150.00"
2025,"EN","FT","US","M","Data Analyst","91200.00"
2025,"EN","FT","US","M","Data Analyst","64600.00"
2025,"EN","FT","US","M","Data Analyst","130416.00"
2025,"EN","FT","US","M","Data Analyst","79040.00"
2025,"EN","FT","US","M","Data Analyst","85500.00"
2025,"EN","FT","US","M","Data Analyst","57000.00"
2025,"MI","FT","US","M","Data Analyst","100092.00"
2025,"MI","FT","US","M","Data Analyst","66728.00"
2025,"EN","FT","US","M","Data Analyst","98230.00"
2025,"EN","FT","US","M","Data Analyst","66310.00"
2025,"SE","FT","US","M","Data Analyst","90250.00"
2025,"SE","FT","US","M","Data Analyst","66500.00"
2025,"EN","FT","US","M","Data Analyst","141550.00"
2025,"EN","FT","US","M","Data Analyst","98800.00"
2025,"EN","FT","US","M","Data Analyst","173850.00"
2025,"EN","FT","US","M","Data Analyst","79230.00"
2025,"EN","FT","US","M","Data Analyst","95950.00"
2025,"EN","FT","US","M","Data Analyst","60990.00"
2025,"MI","FT","MX","M","Data Analyst","24700.00"
2025,"MI","FT","MX","M","Data Analyst","21850.00"
2025,"SE","FT","US","M","Data Analyst","114950.00"
2025,"SE","FT","US","M","Data Analyst","97375.00"
2025,"MI","FT","US","M","Data Analyst","169100.00"
2025,"MI","FT","US","M","Data Analyst","119700.00"
2025,"MI","FT","CA","M","Data Analyst","96710.00"
2025,"MI","FT","CA","M","Data Analyst","58045.00"
2025,"SE","FT","US","M","Data Analyst","152000.00"
2025,"SE","FT","US","M","Data Analyst","114000.00"
2025,"SE","FT","US","M","Data Analyst","162222.00"
2025,"SE","FT","US","M","Data Analyst","108148.00"
2025,"EN","FT","US","M","Data Analyst","114950.00"
2025,"EN","FT","US","M","Data Analyst","83600.00"
2025,"EN","FT","US","M","Data Analyst","89300.00"
2025,"EN","FT","US","M","Data Analyst","74100.00"
2025,"MI","FT","US","M","Data Analyst","109818.10"
2025,"MI","FT","US","M","Data Analyst","78441.50"
2025,"SE","FT","US","M","Data Analyst","172900.00"
2025,"SE","FT","US","M","Data Analyst","155182.50"
2025,"SE","FT","US","M","Data Analyst","102125.00"
2025,"SE","FT","US","M","Data Analyst","74100.00"
2025,"EN","FT","US","M","Data Analyst","78755.00"
2025,"EN","FT","US","M","Data Analyst","57760.00"
2025,"MI","FT","US","M","Data Analyst","80465.00"
2025,"MI","FT","US","M","Data Analyst","53200.00"
2025,"SE","FT","US","M","Data Analyst","155800.00"
2025,"SE","FT","US","M","Data Analyst","95950.00"
2025,"SE","FT","US","M","Data Analyst","161500.00"
2025,"SE","FT","US","M","Data Analyst","123500.00"
2025,"EN","FT","AT","M","Data Analyst","45810.90"
2025,"EN","FT","AT","M","Data Analyst","45810.90"
2025,"SE","FT","US","M","Data Analyst","136800.00"
2025,"SE","FT","US","M","Data Analyst","94050.00"
2025,"EN","FT","CA","M","Data Analyst","75489.85"
2025,"EN","FT","CA","M","Data Analyst","56786.25"
2025,"MI","FT","US","M","Data Analyst","127300.00"
2025,"MI","FT","US","M","Data Analyst","81700.00"
2025,"SE","FT","US","M","Data Analyst","121457.50"
2025,"SE","FT","US","M","Data Analyst","72580.00"
2025,"SE","FT","US","M","Data Analyst","233700.00"
2025,"SE","FT","US","M","Data Analyst","155800.00"
2025,"SE","FT","US","M","Data Analyst","162572.55"
2025,"SE","FT","US","M","Data Analyst","104884.75"
2025,"SE","FT","CA","M","Data Analyst","74642.45"
2025,"SE","FT","CA","M","Data Analyst","67856.60"
2025,"EN","FT","US","M","Data Analyst","81928.00"
2025,"EN","FT","US","M","Data Analyst","57000.00"
2025,"EN","FT","US","M","Data Analyst","95000.00"
2025,"EN","FT","US","M","Data Analyst","80750.00"
2025,"EN","FT","US","M","Data Analyst","96463.00"
2025,"EN","FT","US","M","Data Analyst","85500.00"
2025,"SE","FT","GB","M","Data Analyst","96201.75"
2025,"SE","FT","GB","M","Data Analyst","76961.40"
2025,"MI","FT","US","M","Data Analyst","150100.00"
2025,"MI","FT","US","M","Data Analyst","120080.00"
2025,"SE","FT","US","M","Data Analyst","135850.00"
2025,"SE","FT","US","M","Data Analyst","115900.00"
2025,"EN","FT","US","M","Data Analyst","133000.00"
2025,"EN","FT","US","M","Data Analyst","128250.00"
2025,"SE","FT","GB","M","Data Analyst","84176.65"
2025,"SE","FT","GB","M","Data Analyst","76961.40"
2025,"SE","FT","GB","M","Data Analyst","84176.65"
2025,"SE","FT","GB","M","Data Analyst","76961.40"
2025,"EN","FT","GB","M","Data Analyst","62530.90"
2025,"EN","FT","GB","M","Data Analyst","57721.05"
2025,"EN","FT","GB","M","Data Analyst","62530.90"
2025,"EN","FT","GB","M","Data Analyst","57721.05"
2025,"EN","FT","GB","M","Data Analyst","54113.90"
2025,"EN","FT","GB","M","Data Analyst","54113.90"
2025,"EN","FT","GB","M","Data Analyst","54113.90"
2025,"EN","FT","GB","M","Data Analyst","54113.90"
2025,"SE","FT","GB","M","Data Analyst","66139.00"
2025,"SE","FT","GB","M","Data Analyst","54113.90"
2025,"SE","FT","US","M","Data Analyst","123500.00"
2025,"SE","FT","US","M","Data Analyst","96166.60"
2025,"SE","FT","GB","M","Data Analyst","84176.65"
2025,"SE","FT","GB","M","Data Analyst","84176.65"
2025,"SE","FT","US","M","Data Analyst","80750.00"
2025,"SE","FT","US","M","Data Analyst","66500.00"
2025,"SE","FT","US","M","Data Analyst","208240.00"
2025,"SE","FT","US","M","Data Analyst","98610.00"
2025,"MI","FT","US","M","Data Analyst","146965.00"
2025,"MI","FT","US","M","Data Analyst","81700.00"
2025,"MI","FT","US","M","Data Analyst","94050.00"
2025,"MI","FT","US","M","Data Analyst","52345.00"
2025,"SE","FT","US","M","Data Analyst","85500.00"
2025,"SE","FT","US","M","Data Analyst","71250.00"
2025,"MI","FT","US","M","Data Analyst","140020.50"
2025,"MI","FT","US","M","Data Analyst","73264.00"
2025,"EN","FT","CA","M","Data Analyst","89326.60"
2025,"EN","FT","CA","M","Data Analyst","76074.10"
2025,"SE","FT","US","M","Data Analyst","135850.00"
2025,"SE","FT","US","M","Data Analyst","75430.00"
2025,"SE","FT","US","M","Data Analyst","172710.00"
2025,"SE","FT","US","M","Data Analyst","92530.00"
2025,"EN","FT","US","M","Data Analyst","91295.00"
2025,"EN","FT","US","M","Data Analyst","53675.00"
2025,"EN","FT","US","M","Data Analyst","92957.50"
2025,"EN","FT","US","M","Data Analyst","68495.00"
2025,"EN","FT","US","M","Data Analyst","123120.00"
2025,"EN","FT","US","M","Data Analyst","82080.00"
2025,"SE","FT","US","M","Data Analyst","188100.00"
2025,"SE","FT","US","M","Data Analyst","95000.00"
2025,"EN","FT","AT","M","Data Analyst","31999.80"
2025,"EN","FT","AT","M","Data Analyst","29999.10"
2025,"EN","FT","US","M","Data Analyst","109915.00"
2025,"EN","FT","US","M","Data Analyst","59185.00"
2025,"SE","FT","CA","M","Data Analyst","86856.60"
2025,"SE","FT","CA","M","Data Analyst","52928.30"
2025,"SE","FT","US","M","Data Analyst","208024.35"
2025,"SE","FT","US","M","Data Analyst","130015.10"
2025,"MI","FT","SK","M","Data Analyst","23999.85"
2025,"MI","FT","SK","M","Data Analyst","23999.85"
2025,"SE","FT","US","M","Data Analyst","185725.00"
2025,"SE","FT","US","M","Data Analyst","95000.00"
2025,"SE","FT","US","M","Data Analyst","180500.00"
2025,"SE","FT","US","M","Data Analyst","144400.00"
2025,"SE","FT","US","M","Data Analyst","95000.00"
2025,"SE","FT","US","M","Data Analyst","76000.00"
2025,"SE","FT","US","M","Data Analyst","96102.00"
2025,"SE","FT","US","M","Data Analyst","56059.50"
2025,"SE","FT","US","M","Data Analyst","98800.00"
2025,"SE","FT","US","M","Data Analyst","89300.00"
2025,"SE","FT","US","M","Data Analyst","169385.00"
2025,"SE","FT","US","M","Data Analyst","129580.00"
2025,"SE","FT","US","M","Data Analyst","180120.00"
2025,"SE","FT","US","M","Data Analyst","112575.00"
2025,"SE","FT","US","M","Data Analyst","111625.00"
2025,"SE","FT","US","M","Data Analyst","89300.00"
2025,"EN","FT","CA","M","Data Analyst","85500.00"
2025,"EN","FT","CA","M","Data Analyst","76000.00"
2025,"EN","FT","CA","M","Data Analyst","89870.00"
2025,"EN","FT","CA","M","Data Analyst","69445.00"
2025,"SE","FT","US","M","Data Analyst","78660.00"
2025,"SE","FT","US","M","Data Analyst","58995.00"
2025,"EN","FT","FR","M","Data Analyst","31499.15"
2025,"EN","FT","FR","M","Data Analyst","31499.15"
2025,"EN","FT","US","M","Data Analyst","223250.00"
2025,"EN","FT","US","M","Data Analyst","171000.00"
2025,"MI","FT","US","M","Data Analyst","57000.00"
2025,"MI","FT","US","M","Data Analyst","47500.00"
2025,"EN","FT","GB","M","Data Analyst","36676.65"
2025,"EN","FT","GB","M","Data Analyst","33069.50"
2025,"SE","FT","US","M","Data Analyst","150686.15"
2025,"SE","FT","US","M","Data Analyst","123470.55"
2025,"MI","FT","US","M","Data Analyst","66500.00"
2025,"MI","FT","US","M","Data Analyst","61750.00"
2025,"EN","FT","US","M","Data Analyst","121600.00"
2025,"EN","FT","US","M","Data Analyst","79800.00"
2025,"SE","FT","GB","M","Data Analyst","48100.40"
2025,"SE","FT","GB","M","Data Analyst","41630.90"
2025,"MI","FT","US","M","Data Analyst","120555.00"
2025,"MI","FT","US","M","Data Analyst","77805.00"
2025,"SE","FT","US","M","Data Analyst","121600.00"
2025,"SE","FT","US","M","Data Analyst","74100.00"
2025,"SE","FT","US","M","Data Analyst","164350.00"
2025,"SE","FT","US","M","Data Analyst","129200.00"
2025,"SE","FT","US","M","Data Analyst","123500.00"
2025,"SE","FT","US","M","Data Analyst","95000.00"
2025,"EN","FT","US","M","Data Analyst","109250.00"
2025,"EN","FT","US","M","Data Analyst","47500.00"
2025,"EN","FT","US","M","Data Analyst","167200.00"
2025,"EN","FT","US","M","Data Analyst","117800.00"
2025,"EN","FT","US","M","Data Analyst","89976.40"
2025,"EN","FT","US","M","Data Analyst","72571.45"
2025,"SE","FT","US","M","Data Analyst","170050.00"
2025,"SE","FT","US","M","Data Analyst","92150.00"
2025,"EN","FT","US","M","Data Analyst","93955.00"
2025,"EN","FT","US","M","Data Analyst","62605.00"
2025,"MI","FT","US","M","Data Analyst","71250.00"
2025,"MI","FT","US","M","Data Analyst","57000.00"
2025,"SE","FT","US","M","Data Analyst","129105.00"
2025,"SE","FT","US","M","Data Analyst","88635.00"
2025,"MI","FT","US","M","Data Analyst","170278.00"
2025,"MI","FT","US","M","Data Analyst","89081.50"
2025,"EN","FT","US","M","Data Analyst","99370.00"
2025,"EN","FT","US","M","Data Analyst","73720.00"
2025,"MI","FT","US","M","Data Analyst","94050.00"
2025,"MI","FT","US","M","Data Analyst","52345.00"
2025,"MI","FT","US","M","Data Analyst","94050.00"
2025,"MI","FT","US","M","Data Analyst","52345.00"
2025,"SE","FT","US","M","Data Analyst","80750.00"
2025,"SE","FT","US","M","Data Analyst","71861.80"
2025,"EN","FT","US","M","Data Analyst","75810.00"
2025,"EN","FT","US","M","Data Analyst","75810.00"
2025,"SE","FT","US","M","Data Analyst","117515.00"
2025,"SE","FT","US","M","Data Analyst","65265.00"
2025,"SE","FT","US","M","Data Analyst","153235.00"
2025,"SE","FT","US","M","Data Analyst","109155.00"
2025,"EN","FT","US","M","Data Analyst","127205.00"
2025,"EN","FT","US","M","Data Analyst","94905.00"
2025,"SE","FT","US","M","Data Analyst","125514.00"
2025,"SE","FT","US","M","Data Analyst","100415.00"
2025,"SE","FT","US","M","Data Analyst","167352.00"
2025,"SE","FT","US","M","Data Analyst","111568.00"
2025,"SE","FT","CA","M","Data Analyst","71250.00"
2025,"SE","FT","CA","M","Data Analyst","61750.00"
2025,"SE","FT","CA","M","Data Analyst","71250.00"
2025,"SE","FT","CA","M","Data Analyst","61750.00"
2025,"EN","FT","US","M","Data Analyst","65360.00"
2025,"EN","FT","US","M","Data Analyst","45600.00"
2025,"SE","FT","US","M","Data Analyst","151857.50"
2025,"SE","FT","US","M","Data Analyst","112242.50"
2025,"MI","FT","US","M","Data Analyst","147487.50"
2025,"MI","FT","US","M","Data Analyst","109012.50"
2025,"EN","FT","US","M","Data Analyst","76475.00"
2025,"EN","FT","US","M","Data Analyst","56525.00"
2025,"SE","FT","US","M","Data Analyst","104614.00"
2025,"SE","FT","US","M","Data Analyst","94154.50"
2025,"MI","FT","US","M","Data Analyst","100510.00"
2025,"MI","FT","US","M","Data Analyst","87220.45"
2025,"SE","FT","US","M","Data Analyst","155800.00"
2025,"SE","FT","US","M","Data Analyst","95950.00"
2025,"SE","FT","US","M","Data Analyst","155800.00"
2025,"SE","FT","US","M","Data Analyst","127300.00"
2025,"EN","FT","US","M","Data Analyst","80750.00"
2025,"EN","FT","US","M","Data Analyst","66500.00"
2025,"SE","FT","US","M","Data Analyst","129295.00"
2025,"SE","FT","US","M","Data Analyst","77615.00"
2025,"EN","FT","US","M","Data Analyst","241775.00"
2025,"EN","FT","US","M","Data Analyst","161120.00"
2025,"EN","FT","LT","M","Data Analyst","47999.70"
2025,"EN","FT","LT","M","Data Analyst","39599.80"
2025,"SE","FT","US","M","Data Analyst","99750.00"
2025,"SE","FT","US","M","Data Analyst","85500.00"
2025,"MI","FT","CA","M","Data Analyst","151050.00"
2025,"MI","FT","CA","M","Data Analyst","103550.00"
2025,"SE","FT","US","M","Data Analyst","121457.50"
2025,"SE","FT","US","M","Data Analyst","72580.00"
2025,"SE","FT","US","M","Data Analyst","237500.00"
2025,"SE","FT","US","M","Data Analyst","114380.00"
